01001,English/Language Arts I (9th grade)
01002,English/Language Arts II (10th grade)
01003,English/Language Arts III (11th grade)
01004,English/Language Arts IV (12th grade)
01005,AP English Language and Composition
01006,AP English Literature and Composition
01007,IB Language A: Literature—English
01008,English as a Second Language
01009,Language Arts Laboratory
01010,"IB Language A (English), Middle Years Program"
01011,IB Language A: Language and Literature—English
01012,IB Literature and Performance
01026,Language Arts (early childhood education)
01027,Language Arts (pre-kindergarten)
01028,Language Arts (kindergarten)
01029,Language Arts (grade 1)
01030,Language Arts (grade 2)
01031,Language Arts (grade 3)
01032,Language Arts (grade 4)
01033,Language Arts (grade 5)
01034,Language Arts (grade 6)
01035,Language Arts (grade 7)
01036,Language Arts (grade 8)
01037,Language Arts—General
01038,Reading (early childhood education)
01039,Reading (pre-kindergarten)
01040,Reading (kindergarten)
01041,Reading (grade 1)
01042,Reading (grade 2)
01043,Reading (grade 3)
01044,Reading (grade 4)
01045,Reading (grade 5)
01046,Reading (grade 6)
01047,Reading (grade 7)
01048,Reading (grade 8)
01049,Reading—General
01051,English/Literature (freshmen and sophomores)
01052,English/Literature (juniors and seniors)
01053,Literature
01054,American Literature
01055,American Literature/History
01056,British Literature
01057,British Literature/History
01058,World Literature
01059,Biblical Literature
01060,Literature of an Author
01061,Literature of a Genre
01062,Literature of a Period
01063,Literature of a Place
01064,Literature of a People
01065,Literature of a Theme
01066,Strategic Reading
01067,Assisted Reading
01068,Corrective Reading
01069,Mythology
01097,Literature—Independent Study
01098,Literature—Workplace Experience
01099,Literature—Other
01101,English/Composition (freshmen and sophomores)
01102,English/Composition (juniors and seniors)
01103,Composition
01104,Creative Writing
01105,Research/Technical Writing
01128,Writing (early childhood education)
01129,Writing (pre-kindergarten)
01130,Writing (kindergarten)
01131,Writing (grade 1)
01132,Writing (grade 2)
01133,Writing (grade 3)
01134,Writing (grade 4)
01135,Writing (grade 5)
01136,Writing (grade 6)
01137,Writing (grade 7)
01138,Writing (grade 8)
01139,Writing—General
01147,Composition—Independent Study
01148,Composition—Workplace Experience
01149,Composition—Other
01151,Public Speaking
01152,Forensic Speech—Inclusive
01153,Forensic Speech—Debate
01154,Forensic Speech—Individual Event
01155,Communications
01156,Applied English and Communications
01197,Speech—Independent Study
01198,Speech—Workplace Experience
01199,Speech—Other
01201,English Morphology and Grammar
01202,History of the English Language
01203,English—Test Preparation
01204,English Grammar
01992,English Proficiency Development
01995,English Language and Literature—Aide
01996,English Language and Literature—Supplemental
01997,English Language and Literature—Independent Study
01998,English Language and Literature—Workplace Experience
01999,English Language and Literature—Other
02001,Informal Mathematics
02002,General Mathematics
02003,Particular Topics in Foundation Mathematics
02028,Mathematics (early childhood education)
02029,Mathematics (pre-kindergarten)
02030,Mathematics (kindergarten)
02031,Mathematics (grade 1)
02032,Mathematics (grade 2)
02033,Mathematics (grade 3)
02034,Mathematics (grade 4)
02035,Mathematics (grade 5)
02036,Mathematics (grade 6)
02037,Mathematics (grade 7)
02038,Mathematics (grade 8)
02039,Mathematics—General
02047,Foundation Mathematics—Independent Study
02049,Foundation Mathematics—Other
02051,Pre-Algebra
02052,Algebra I
02053,Algebra I—Part 1
02054,Algebra I—Part 2
02055,Transition Algebra
02056,Algebra II
02057,Algebra III
02058,Particular Topics in Algebra
02061,Integrated Math—multi-year equivalent
02062,Integrated Mathematics I
02063,Integrated Mathematics II
02064,Integrated Mathematics III
02065,Integrated Mathematics IV
02069,Algebra—Other
02071,Informal Geometry
02072,Geometry
02073,Analytic Geometry
02074,Principles of Algebra and Geometry
02075,Particular Topics in Geometry
02079,Geometry—Other
02101,Number Theory
02102,Discrete Mathematics
02103,Trigonometry
02104,Mathematic Analysis 
02105,Trigonometry/Mathematic Analysis 
02106,Trigonometry/Algebra
02107,Trigonometry/Analytic Geometry
02108,Mathematic Analysis/Analytic Geometry 
02109,Elementary Functions
02110,Pre-Calculus
02111,Linear Algebra
02112,Linear Programming
02113,Abstract Algebra
02121,Calculus
02122,Multivariate Calculus
02123,Differential Calculus
02124,AP Calculus AB
02125,AP Calculus BC
02126,Particular Topics in Calculus
02131,IB Mathematical Studies
02132,IB Mathematics
02133,IB Mathematics and Computing—SL 
02134,IB Further Mathematics—HL
02135,"IB Mathematics, Middle Years Program"
02136,Finite Mathematics
02137,Mathematical Modeling
02138,College Mathematics Preparation
02141,Particular Topics in Analytic Mathematics
02149,Analytic Mathematics—Other
02151,General Applied Mathematics 
02152,Occupationally Applied Mathematics 
02153,Technical Mathematics 
02154,Business Mathematics 
02155,Business Mathematics with Algebra 
02156,Computer Mathematics with Algebra 
02157,Consumer Mathematics 
02201,Probability and Statistics
02202,Inferential Probability and Statistics
02203,AP Statistics
02204,Particular Topics in Probability and Statistics
02205,Statistics
02207,Probability and Statistics—Independent Study
02209,Probability and Statistics—Other
02991,History of Mathematics 
02993,Mathematics—Test Preparation
02994,Mathematics Proficiency Development
02995,Mathematics—Aide
02996,Mathematics—Supplemental
02997,Mathematics—Independent Study
02998,Mathematics—Workplace Experience
02999,Mathematics—Other
03001,Earth Science
03002,Geology
03003,Environmental Science
03004,Astronomy
03005,Marine Science
03006,Meteorology
03007,Physical Geography
03008,Earth and Space Science
03009,Particular Topics in Earth Science
03010,Earth/Space Science (prior-to-secondary)
03011,Physical Science (prior-to-secondary)
03012,Energy and the Environment
03047,Earth Science—Independent Study
03048,Earth Science—Workplace Experience
